Source.Decimal,Source.IP,AMAZON.FLOWS,NETFLIX.FLOWS,YOUTUBE.FLOWS,AMAZON.FLOW.DURATION.MEAN,NETFLIX.FLOW.DURATION.MEAN,YOUTUBE.FLOW.DURATION.MEAN,AMAZON.AVG.PACKET.SIZE,NETFLIX.AVG.PACKET.SIZE,YOUTUBE.AVG.PACKET.SIZE,AMAZON.FLOW.BYTES.PER.SEC,NETFLIX.FLOW.BYTES.PER.SEC,YOUTUBE.FLOW.BYTES.PER.SEC,USER.GROUP
3232238112,192.168.10.32,0,0,71,0,0,50629342.21,0,0,485.968777,0,0,33523.48684,High Consumption
3232238113,192.168.10.33,0,0,20,0,0,56689631.3,0,0,199.917476,0,0,13842.54987,High Consumption
3232238114,192.168.10.34,0,0,48,0,0,44593206.98,0,0,307.66941,0,0,36807.90707,High Consumption
3232238115,192.168.10.35,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238117,192.168.10.37,10,0,0,938085.1,0,0,201.906445,0,0,4938.822024,0,0,High Consumption
3232238118,192.168.10.38,0,0,120,0,0,46749924.2,0,0,443.683795,0,0,178047.9297,High Consumption
3232238119,192.168.10.39,13,46,47,3896071.462,869747.5652,27733774.43,103.390669,106.476345,294.536103,12580.40134,18380.65743,70143.52075,High Consumption
3232238120,192.168.10.40,8,0,56,25358222,0,47140289.13,99.107773,0,247.755897,14403.11029,0,481343.8439,High Consumption
3232238121,192.168.10.41,0,0,91,0,0,7445445.176,0,0,382.273465,0,0,82520.53659,High Consumption
3232238122,192.168.10.42,0,0,246,0,0,5221557.768,0,0,1203.371605,0,0,891009.3453,High Consumption
3232238123,192.168.10.43,0,0,94,0,0,34673745.44,0,0,271.612964,0,0,242494.307,High Consumption
3232238124,192.168.10.44,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232238125,192.168.10.45,16,48,76,735246.25,3914230.542,24062665.61,241.811957,174.513062,499.879834,15088.20786,12437.55377,273591.8828,High Consumption
3232238126,192.168.10.46,24,0,9,15633790.17,0,1366747,303.442813,0,100.107196,25966.67191,0,15773.74313,Medium Consumption
3232238127,192.168.10.47,0,0,408,0,0,44943967.64,0,0,431.911177,0,0,117594.6996,Medium Consumption
3232238128,192.168.10.48,0,0,54,0,0,4254014.889,0,0,545.084273,0,0,480613.9526,Medium Consumption
3232238129,192.168.10.49,1,0,93,1822765,0,4972240.527,470.724138,0,557.184061,14978.34334,0,60093.24863,Medium Consumption
3232238130,192.168.10.50,0,0,4,0,0,61177206,0,0,679.246651,0,0,2207.96175,Medium Consumption
3232238134,192.168.10.54,0,1,4,0,765846,4118004.25,0,249.266667,201.266667,0,9764.36516,6750.835495,Medium Consumption
3232238135,192.168.10.55,2,0,121,2982743,0,21059723.62,204.500676,0,644.914222,4984.65365,0,54006.27865,High Consumption
3232238136,192.168.10.56,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232238137,192.168.10.57,24,0,111,6107858.917,0,60326539.72,616.552262,0,453.026197,9015.569544,0,44788.8585,High Consumption
3232238138,192.168.10.58,33,0,102,13886527.67,0,16683038.03,327.318911,0,344.29486,8305.275633,0,33347.27471,High Consumption
3232238139,192.168.10.59,4,0,71,492747.25,0,58492481.69,122.751552,0,176.203754,6449.863354,0,8325.3106,High Consumption
3232238140,192.168.10.60,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238141,192.168.10.61,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238142,192.168.10.62,0,0,386,0,0,38146763.75,0,0,356.800515,0,0,538648.949,High Consumption
3232238143,192.168.10.63,4,15,0,15492199.5,3352907.467,0,121.476707,196.022303,0,5482.272343,15386.20281,0,High Consumption
3232238144,192.168.10.64,7,0,0,26470232.14,0,0,115.380455,0,0,143602.7568,0,0,Medium Consumption
3232238145,192.168.10.65,29,0,159,21793645.69,0,36206411.58,295.736592,0,450.85998,1312909.659,0,146899.0817,High Consumption
3232238146,192.168.10.66,2,0,81,116250273.5,0,50221196.41,153.693913,0,692.795593,153.750127,0,30003.78532,High Consumption
3232238147,192.168.10.67,0,0,3,0,0,4745047,0,0,253.689033,0,0,3733.534756,Medium Consumption
3232238148,192.168.10.68,8,0,0,32644120.38,0,0,182.627083,0,0,370951.0151,0,0,Medium Consumption
3232238149,192.168.10.69,3,0,17,6046525.667,0,4731869.294,625.423913,0,201.167616,9414.400371,0,6341.956539,Medium Consumption
3232238150,192.168.10.70,9,0,60,2687121.889,0,10550785.83,118.85559,0,158.239118,31019.69977,0,60190.46173,High Consumption
3232238153,192.168.10.73,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238154,192.168.10.74,0,0,93,0,0,47003668.95,0,0,564.119434,0,0,78577.75392,High Consumption
3232238155,192.168.10.75,8,0,0,41103367.75,0,0,471.835363,0,0,289.431253,0,0,High Consumption
3232238156,192.168.10.76,0,0,3,0,0,66146062.33,0,0,68.029185,0,0,8789.32132,High Consumption
3232238157,192.168.10.77,0,0,37,0,0,33230920.3,0,0,830.851484,0,0,89729.54847,High Consumption
3232238158,192.168.10.78,4,15,184,5516739.5,42251041.33,7135843.478,186.381521,498.94624,475.879233,13405.70924,41686.1898,204802.2068,Medium Consumption
3232238160,192.168.10.80,208,0,38,6852822.452,0,18250352.76,222.062393,0,227.861213,31627.94891,0,510957.3491,High Consumption
3232238161,192.168.10.81,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238162,192.168.10.82,4,0,12,24538573.5,0,45837763.83,326.407738,0,843.211804,2841687.226,0,96577.76455,Medium Consumption
3232238163,192.168.10.83,0,0,3,0,0,67522585,0,0,87.047297,0,0,59.725374,High Consumption
3232238164,192.168.10.84,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238165,192.168.10.85,1,0,0,116470174,0,0,532.181818,0,0,552.879744,0,0,High Consumption
3232238166,192.168.10.86,9,0,12,16715371,0,33480294.42,167.098329,0,309.324116,23733.78418,0,2030833.699,High Consumption
3232238168,192.168.10.88,1,17,52,158563,4974035.176,38266105.79,975.892857,129.107168,270.746201,172328.9796,1295.460747,32743.65128,High Consumption
3232238169,192.168.10.89,44,0,6,8126163.295,0,29879658.67,248.934003,0,188.777789,5481.336771,0,448.369339,High Consumption
3232238170,192.168.10.90,0,0,20,0,0,48963956.55,0,0,231.637286,0,0,5734.830652,Medium Consumption
3232238171,192.168.10.91,0,8,290,0,7900750.25,29466410.96,0,121.549356,599.019475,0,13754.89802,134642.6521,High Consumption
3232238173,192.168.10.93,3,0,0,10924270.33,0,0,29.97479,0,0,92.661812,0,0,Medium Consumption
3232238174,192.168.10.94,3,34,20,4895263,6182646.529,46487958.95,363.945652,248.480097,728.104104,4050.117827,11944.94039,25195.21206,High Consumption
3232238175,192.168.10.95,3,0,27,1278914.667,0,26413546.81,333.032828,0,127.199392,13095.00117,0,759982.9561,High Consumption
3232238176,192.168.10.96,12,0,89,20377186.92,0,42745272.02,148.661094,0,510.226308,27137.20766,0,214982.7411,High Consumption
3232238177,192.168.10.97,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232238178,192.168.10.98,4,0,47,1799752.25,0,36869352.49,121.729167,0,142.315657,1248.065105,0,39620.61632,High Consumption
3232238179,192.168.10.99,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232238180,192.168.10.100,4,0,6,1217615,0,5154814,597.865093,0,121.499179,1464715.564,0,2202.313789,Medium Consumption
3232238181,192.168.10.101,0,0,126,0,0,43285850.37,0,0,386.599241,0,0,536101.9759,Medium Consumption
3232238182,192.168.10.102,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238183,192.168.10.103,0,0,72,0,0,22604734.18,0,0,341.641439,0,0,63462.19186,High Consumption
3232238184,192.168.10.104,0,0,6,0,0,49958423.5,0,0,106.527448,0,0,19254.14317,High Consumption
3232238185,192.168.10.105,0,0,44,0,0,38355023.98,0,0,595.293104,0,0,211705.237,High Consumption
3232238189,192.168.10.109,6,0,6,8828347.833,0,1853600.667,233.404328,0,215.925929,21423.25506,0,118867.9274,Low Consumption
3232238190,192.168.10.110,1,0,20,1094395,0,60619145.85,187.789474,0,655.607883,3260.248813,0,49425.5724,High Consumption
3232238192,192.168.10.112,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238194,192.168.10.114,3,0,12,914595,0,67851436.75,1176.450842,0,190.301188,46105.32091,0,30193.17952,High Consumption
3232238195,192.168.10.115,0,0,7,0,0,25537387.71,0,0,173.299521,0,0,595.16893,High Consumption
3232238196,192.168.10.116,0,0,262,0,0,41551492.35,0,0,244.068643,0,0,315488.126,High Consumption
3232238197,192.168.10.117,24,0,5,33022819.29,0,27668354.2,341.935099,0,142.399141,1029600.261,0,2400826.975,High Consumption
3232238198,192.168.10.118,32,0,16,27072561.38,0,46671164.81,244.788376,0,147.306609,4338783.438,0,27629.27064,High Consumption
3232238199,192.168.10.119,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232238200,192.168.10.120,0,0,9,0,0,38096945.11,0,0,71.227853,0,0,1746.81305,High Consumption
3232238201,192.168.10.121,0,0,51,0,0,59196915.45,0,0,329.817518,0,0,16955.92794,High Consumption
3232238202,192.168.10.122,9,0,12,460455,0,63698562.08,185.279462,0,67.386538,36398.70212,0,6614.126604,High Consumption
3232238203,192.168.10.123,0,0,56,0,0,44604045.38,0,0,456.399002,0,0,66534.97004,Medium Consumption
3232238204,192.168.10.124,5,0,0,36207992.2,0,0,128.09182,0,0,133388.1918,0,0,High Consumption
3232238205,192.168.10.125,0,0,241,0,0,49094459.04,0,0,340.50424,0,0,181733.0454,High Consumption
3232238206,192.168.10.126,0,0,9,0,0,42688789.11,0,0,956.321512,0,0,89997.09332,Medium Consumption
3232238207,192.168.10.127,0,0,93,0,0,37346856.11,0,0,393.000556,0,0,1269991.855,High Consumption
3232238208,192.168.10.128,0,0,20,0,0,46993025.8,0,0,536.663886,0,0,37569.76702,Medium Consumption
3232238209,192.168.10.129,0,0,2,0,0,55095226.5,0,0,94.802521,0,0,1437.4099,High Consumption
3232238210,192.168.10.130,0,0,120,0,0,36048821.73,0,0,251.907544,0,0,143672.3113,High Consumption
3232238211,192.168.10.131,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232238212,192.168.10.132,10,0,0,1277397.8,0,0,389.632386,0,0,38041.1268,0,0,High Consumption
3232238213,192.168.10.133,0,0,4,0,0,52530427.25,0,0,45.630682,0,0,11467.29885,High Consumption
3232238214,192.168.10.134,0,0,7,0,0,32582182.14,0,0,155.366511,0,0,18772.21524,High Consumption
3232238215,192.168.10.135,0,0,6,0,0,3681659.167,0,0,302.480729,0,0,50370.30366,High Consumption
3232238216,192.168.10.136,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238217,192.168.10.137,0,0,12,0,0,31798408.42,0,0,97.018399,0,0,34565.77533,High Consumption
3232238218,192.168.10.138,0,0,2,0,0,28235554,0,0,100.435065,0,0,1481.563453,High Consumption
3232238219,192.168.10.139,0,0,36,0,0,46585479.69,0,0,389.707136,0,0,12079.41114,High Consumption
3232238220,192.168.10.140,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238221,192.168.10.141,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238223,192.168.10.143,19,0,30,7389435.842,0,47818286.8,139.838559,0,607.377508,7878.859809,0,84994.87195,High Consumption
3232238224,192.168.10.144,0,0,6,0,0,50208899.33,0,0,340.902147,0,0,877.036366,High Consumption
3232238225,192.168.10.145,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232238226,192.168.10.146,0,0,3,0,0,68501208,0,0,73.202869,0,0,68.969466,Medium Consumption
3232238227,192.168.10.147,0,0,2,0,0,66637552,0,0,154.720238,0,0,123.460064,High Consumption
3232238290,192.168.10.210,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232238329,192.168.10.249,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232238596,192.168.12.4,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232238597,192.168.12.5,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232242947,192.168.29.3,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232242948,192.168.29.4,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232242949,192.168.29.5,37,0,6,58711234.03,0,39520319.17,219.358144,0,217.765404,334743.284,0,145031.9059,High Consumption
3232242950,192.168.29.6,0,0,25,0,0,31494416,0,0,84.878949,0,0,2618.794177,High Consumption
3232242957,192.168.29.13,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232242959,192.168.29.15,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232242960,192.168.29.16,0,0,43,0,0,48766201.51,0,0,362.522831,0,0,30458.19062,High Consumption
3232242962,192.168.29.18,0,0,2,0,0,59119683,0,0,212.380682,0,0,2336.560012,High Consumption
3232242974,192.168.29.30,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232242976,192.168.29.32,9,0,24,35274344,0,48719120.33,122.368427,0,226.119054,13915.03978,0,97441.25795,High Consumption
3232242977,192.168.29.33,0,0,294,0,0,43086111.52,0,0,277.737385,0,0,144553.7526,High Consumption
3232242981,192.168.29.37,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232242983,192.168.29.39,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232242985,192.168.29.41,7,0,271,1389816,0,39400268.11,177.357937,0,288.722982,54014.60251,0,408537.912,High Consumption
3232242987,192.168.29.43,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232242999,192.168.29.55,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232243000,192.168.29.56,0,0,151,0,0,41770336.99,0,0,455.269036,0,0,118367.1929,High Consumption
3232243002,192.168.29.58,0,0,39,0,0,44554037,0,0,270.817392,0,0,575074.4418,High Consumption
3232243003,192.168.29.59,1,0,3,907760,0,67852262.33,811,0,123.546934,42883.58156,0,451.800381,High Consumption
3232243459,192.168.31.3,24,0,3,5564405.167,0,341067.3333,335.594947,0,160.761538,11878.15164,0,47144.57439,Medium Consumption
3232243460,192.168.31.4,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243463,192.168.31.7,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243465,192.168.31.9,0,0,3,0,0,4329761,0,0,81.644589,0,0,216054.889,Low Consumption
3232243466,192.168.31.10,1,0,97,59711621,0,42253168.72,307.636364,0,262.211882,113.344771,0,578952.7098,High Consumption
3232243714,192.168.32.2,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243715,192.168.32.3,9,0,218,32915534.44,0,42743560.55,175.787457,0,415.784536,16285.11361,0,83168.024,High Consumption
3232243716,192.168.32.4,3,0,0,3399125.667,0,0,155.406433,0,0,1744.600331,0,0,High Consumption
3232243717,192.168.32.5,0,0,114,0,0,54987791.47,0,0,237.485628,0,0,729123.5772,High Consumption
3232243718,192.168.32.6,0,0,80,0,0,44883026.41,0,0,327.319203,0,0,58793.32718,High Consumption
3232243719,192.168.32.7,0,0,12,0,0,6375539.667,0,0,221.797564,0,0,1012087.43,High Consumption
3232243720,192.168.32.8,4,2,2,52784970.5,32822453,10567877,59.145833,116.910606,588.193182,41883.71549,31169.82438,2100.989852,High Consumption
3232243721,192.168.32.9,45,0,22,8763655.756,0,56547841.41,369.024963,0,68.338403,46167.26907,0,441723.8849,High Consumption
3232243722,192.168.32.10,0,0,60,0,0,18305296.82,0,0,464.374254,0,0,57432.63277,High Consumption
3232243723,192.168.32.11,2,0,10,33158221.5,0,45715308.5,129.177083,0,74.869351,2190.541517,0,136639.804,High Consumption
3232243725,192.168.32.13,0,0,6,0,0,31793443.17,0,0,478.609654,0,0,14710.46645,High Consumption
3232243727,192.168.32.15,5,0,635,48543507.4,0,37861575.86,258.24171,0,280.918305,6403.998556,0,232688.4511,High Consumption
3232243728,192.168.32.16,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243729,192.168.32.17,0,0,25,0,0,61235968.64,0,0,305.895929,0,0,45562.88,High Consumption
3232243730,192.168.32.18,3,0,77,115750107,0,47501269.79,274.876791,0,314.103972,280.523614,0,213219.8464,High Consumption
3232243731,192.168.32.19,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243733,192.168.32.21,0,0,2,0,0,2347750.5,0,0,49.515625,0,0,675.158739,High Consumption
3232243734,192.168.32.22,0,0,101,0,0,39985325.41,0,0,196.397713,0,0,380080.8304,High Consumption
3232243735,192.168.32.23,0,0,5,0,0,38723178.2,0,0,101.311307,0,0,49237.97973,High Consumption
3232243736,192.168.32.24,0,0,127,0,0,38338761.05,0,0,282.772263,0,0,182950.1377,Medium Consumption
3232243738,192.168.32.26,1,0,16,1365046,0,41956051.56,702.6,0,268.703681,15441.23788,0,8318.770063,High Consumption
3232243739,192.168.32.27,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243740,192.168.32.28,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243741,192.168.32.29,0,0,4,0,0,40694274,0,0,84.87808,0,0,29121.78334,High Consumption
3232243743,192.168.32.31,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243744,192.168.32.32,0,0,50,0,0,43660960.36,0,0,238.613061,0,0,637496.524,High Consumption
3232243745,192.168.32.33,0,0,3,0,0,38943253.33,0,0,78.771605,0,0,47175.64774,High Consumption
3232243746,192.168.32.34,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243747,192.168.32.35,0,0,13,0,0,58940226.69,0,0,104.440449,0,0,975136.8262,High Consumption
3232243748,192.168.32.36,0,0,2,0,0,2890661.5,0,0,162.25,0,0,2583.109551,Low Consumption
3232243750,192.168.32.38,5,0,10,42450112.8,0,23562152.4,70.98088,0,135.672604,916.059614,0,94344.77085,High Consumption
3232243752,192.168.32.40,3,0,6,26540730,0,65066254,478.910071,0,56.946413,35732.42194,0,175635.2814,High Consumption
3232243753,192.168.32.41,0,0,272,0,0,3063397.765,0,0,430.55174,0,0,211318.666,Medium Consumption
3232243754,192.168.32.42,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243755,192.168.32.43,0,0,4,0,0,22862999.5,0,0,89.439166,0,0,2895.76304,High Consumption
3232243756,192.168.32.44,0,0,2,0,0,5488730.5,0,0,177.809524,0,0,4221.906654,Medium Consumption
3232243758,192.168.32.46,42,0,6,8098593.31,0,25110877,196.708286,0,181.944414,5312.933259,0,2884.288697,High Consumption
3232243759,192.168.32.47,0,0,130,0,0,32706614.62,0,0,324.451139,0,0,149246.1935,High Consumption
3232243760,192.168.32.48,0,0,213,0,0,37855193.85,0,0,343.994747,0,0,105026.0502,Medium Consumption
3232243761,192.168.32.49,37,0,72,26512403.95,0,46078002.36,321.160642,0,280.422186,119042.1672,0,64398.42497,High Consumption
3232243762,192.168.32.50,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232243763,192.168.32.51,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243765,192.168.32.53,0,0,2,0,0,21966062.5,0,0,377.786905,0,0,1328.234331,High Consumption
3232243766,192.168.32.54,16,0,37,436000.875,0,11004096.16,91.825395,0,192.521881,12634.62934,0,1308071.535,High Consumption
3232243767,192.168.32.55,0,0,25,0,0,59452529.84,0,0,244.064455,0,0,36917.8954,High Consumption
3232243768,192.168.32.56,0,0,423,0,0,11780945.86,0,0,497.389524,0,0,156842.7446,High Consumption
3232243769,192.168.32.57,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243770,192.168.32.58,30,0,17,2375765.167,0,28043699.94,686.275741,0,444.081074,104345.9366,0,29896.68034,Medium Consumption
3232243771,192.168.32.59,0,0,37,0,0,48935770.95,0,0,546.44028,0,0,13994.18988,High Consumption
3232243772,192.168.32.60,0,0,251,0,0,39971035.8,0,0,262.950383,0,0,231768.0008,High Consumption
3232243773,192.168.32.61,0,0,206,0,0,37291119.24,0,0,238.630771,0,0,87327.60446,High Consumption
3232243774,192.168.32.62,1,0,8,1186763,0,32271527.75,147.361111,0,117.617178,4470.142733,0,30743.23396,High Consumption
3232243776,192.168.32.64,2,0,32,55759850.5,0,60532014.38,546.933333,0,209.192568,296.030129,0,193875.5727,High Consumption
3232243777,192.168.32.65,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232243779,192.168.32.67,2,0,0,9099010.5,0,0,168.192982,0,0,1088.689653,0,0,High Consumption
3232243780,192.168.32.68,0,0,13,0,0,149375.0769,0,0,105.916327,0,0,177455.7337,High Consumption
3232243781,192.168.32.69,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243782,192.168.32.70,7,0,43,16261138,0,61009832,159.872159,0,381.351685,46844.12905,0,86483.9187,High Consumption
3232243783,192.168.32.71,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243784,192.168.32.72,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232243785,192.168.32.73,2,0,368,39362.5,0,48858335.43,140.161905,0,469.453388,85325.65817,0,96038.50843,High Consumption
3232243786,192.168.32.74,7,0,42,23360077.29,0,27691012.21,234.209828,0,364.188401,64570.17272,0,25553.83397,Medium Consumption
3232243789,192.168.32.77,0,0,2,0,0,3715622,0,0,677.650036,0,0,125945.8014,High Consumption
3232243791,192.168.32.79,0,0,3,0,0,39870701.67,0,0,93.41087,0,0,98099.1134,High Consumption
3232243792,192.168.32.80,0,0,67,0,0,62279076.36,0,0,445.267859,0,0,23133.97339,High Consumption
3232243794,192.168.32.82,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243795,192.168.32.83,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243796,192.168.32.84,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232243797,192.168.32.85,11,0,28,8466708.545,0,14406124.61,308.490164,0,365.669308,35117.22538,0,361078.6537,High Consumption
3232243798,192.168.32.86,0,0,3,0,0,50022719.33,0,0,31.686869,0,0,33726.65122,Medium Consumption
3232243799,192.168.32.87,0,0,0,0,0,0,0,0,0,0,0,0,Medium Consumption
3232243800,192.168.32.88,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243801,192.168.32.89,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243803,192.168.32.91,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232243804,192.168.32.92,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232243805,192.168.32.93,0,0,0,0,0,0,0,0,0,0,0,0,High Consumption
3232243806,192.168.32.94,12,0,0,4398467.833,0,0,731.164352,0,0,37383.2765,0,0,High Consumption
3232243807,192.168.32.95,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243808,192.168.32.96,3,0,32,813739.3333,0,40922301.09,206.282974,0,339.826309,24666.32856,0,421921.391,High Consumption
3232243809,192.168.32.97,0,0,1,0,0,70817174,0,0,194.589286,0,0,153.875104,High Consumption
3232243811,192.168.32.99,3,0,3,301153.6667,0,36834755.33,114.777193,0,99.91358,7689.396205,0,3374.674475,High Consumption
3232243813,192.168.32.101,0,0,0,0,0,0,0,0,0,0,0,0,Low Consumption
3232243815,192.168.32.103,2,0,1,731373.5,0,37803335,227.461153,0,349.137931,6767.851279,0,267.833513,High Consumption
3232243816,192.168.32.104,33,0,1,2958161.364,0,5734004,238.817248,0,373.375,1200080.048,0,520.927436,Medium Consumption
3232243817,192.168.32.105,23,0,66,6342552.261,0,7362015.485,130.940041,0,115.616388,40413.19026,0,789441.692,Low Consumption
3232243818,192.168.32.106,1,0,41,2108144,0,56809627.32,259.694915,0,380.119136,7268.004463,0,23624.97525,High Consumption
